run_order,run_id,method,task,run_num,seed
1137,20260519_acps_28_A,acps,A,28,1d9b2c16497b3e9f
1138,20260519_acps_3_E,acps,E,3,1d9b2c16497b3e9f
1139,20260519_bigpowers_21_B,bigpowers,B,21,1d9b2c16497b3e9f
1140,20260519_spec-kit_8_C,spec-kit,C,8,1d9b2c16497b3e9f
1141,20260519_acps_18_B,acps,B,18,1d9b2c16497b3e9f
1142,20260519_bigpowers_21_E,bigpowers,E,21,1d9b2c16497b3e9f
1143,20260519_bigpowers_18_C,bigpowers,C,18,1d9b2c16497b3e9f
1144,20260519_superpowers_16_A,superpowers,A,16,1d9b2c16497b3e9f
1145,20260519_spec-kit_1_D,spec-kit,D,1,1d9b2c16497b3e9f
1146,20260519_spec-kit_11_A,spec-kit,A,11,1d9b2c16497b3e9f
1147,20260519_bare_14_H,bare,H,14,1d9b2c16497b3e9f
1148,20260519_bigpowers_2_B,bigpowers,B,2,1d9b2c16497b3e9f
1149,20260519_acps_7_E,acps,E,7,1d9b2c16497b3e9f
1150,20260519_superpowers_9_G,superpowers,G,9,1d9b2c16497b3e9f
1151,20260519_superpowers_2_G,superpowers,G,2,1d9b2c16497b3e9f
1152,20260519_bmad_13_A,bmad,A,13,1d9b2c16497b3e9f
1153,20260519_spec-kit_24_J,spec-kit,J,24,1d9b2c16497b3e9f
1154,20260519_bare_20_F,bare,F,20,1d9b2c16497b3e9f
1155,20260519_bmad_14_C,bmad,C,14,1d9b2c16497b3e9f
1156,20260519_acps_9_G,acps,G,9,1d9b2c16497b3e9f
1157,20260519_bmad_3_B,bmad,B,3,1d9b2c16497b3e9f
1158,20260519_bmad_11_I,bmad,I,11,1d9b2c16497b3e9f
1159,20260519_bare_17_I,bare,I,17,1d9b2c16497b3e9f
1160,20260519_gsd_26_B,gsd,B,26,1d9b2c16497b3e9f
1161,20260519_superpowers_1_H,superpowers,H,1,1d9b2c16497b3e9f
1162,20260519_spec-kit_12_G,spec-kit,G,12,1d9b2c16497b3e9f
1163,20260519_spec-kit_27_B,spec-kit,B,27,1d9b2c16497b3e9f
1164,20260519_superpowers_13_I,superpowers,I,13,1d9b2c16497b3e9f
1165,20260519_gsd_7_F,gsd,F,7,1d9b2c16497b3e9f
1166,20260519_acps_3_B,acps,B,3,1d9b2c16497b3e9f
1167,20260519_bmad_18_B,bmad,B,18,1d9b2c16497b3e9f
1168,20260519_bare_21_I,bare,I,21,1d9b2c16497b3e9f
1169,20260519_bare_28_I,bare,I,28,1d9b2c16497b3e9f
1170,20260519_acps_27_B,acps,B,27,1d9b2c16497b3e9f
1171,20260519_bare_24_H,bare,H,24,1d9b2c16497b3e9f
1172,20260519_spec-kit_25_H,spec-kit,H,25,1d9b2c16497b3e9f
1173,20260519_acps_22_H,acps,H,22,1d9b2c16497b3e9f
1174,20260519_acps_1_A,acps,A,1,1d9b2c16497b3e9f
1175,20260519_acps_26_H,acps,H,26,1d9b2c16497b3e9f
1176,20260519_bare_8_F,bare,F,8,1d9b2c16497b3e9f
1177,20260519_spec-kit_21_F,spec-kit,F,21,1d9b2c16497b3e9f
1178,20260519_bmad_14_E,bmad,E,14,1d9b2c16497b3e9f
1179,20260519_bare_26_E,bare,E,26,1d9b2c16497b3e9f
1180,20260519_bigpowers_6_C,bigpowers,C,6,1d9b2c16497b3e9f
1181,20260519_spec-kit_9_B,spec-kit,B,9,1d9b2c16497b3e9f
1182,20260519_bigpowers_15_F,bigpowers,F,15,1d9b2c16497b3e9f
1183,20260519_bmad_2_I,bmad,I,2,1d9b2c16497b3e9f
1184,20260519_bigpowers_3_D,bigpowers,D,3,1d9b2c16497b3e9f
1185,20260519_spec-kit_6_C,spec-kit,C,6,1d9b2c16497b3e9f
1186,20260519_gsd_3_I,gsd,I,3,1d9b2c16497b3e9f
1187,20260519_acps_1_D,acps,D,1,1d9b2c16497b3e9f
1188,20260519_acps_26_J,acps,J,26,1d9b2c16497b3e9f
1189,20260519_bare_24_D,bare,D,24,1d9b2c16497b3e9f
1190,20260519_bmad_19_J,bmad,J,19,1d9b2c16497b3e9f
1191,20260519_spec-kit_20_D,spec-kit,D,20,1d9b2c16497b3e9f
1192,20260519_acps_8_I,acps,I,8,1d9b2c16497b3e9f
1193,20260519_bigpowers_29_D,bigpowers,D,29,1d9b2c16497b3e9f
1194,20260519_bmad_19_E,bmad,E,19,1d9b2c16497b3e9f
1195,20260519_acps_10_B,acps,B,10,1d9b2c16497b3e9f
1196,20260519_spec-kit_25_D,spec-kit,D,25,1d9b2c16497b3e9f
1197,20260519_superpowers_25_B,superpowers,B,25,1d9b2c16497b3e9f
1198,20260519_spec-kit_6_J,spec-kit,J,6,1d9b2c16497b3e9f
1199,20260519_superpowers_15_D,superpowers,D,15,1d9b2c16497b3e9f
1200,20260519_superpowers_27_F,superpowers,F,27,1d9b2c16497b3e9f
1201,20260519_gsd_4_G,gsd,G,4,1d9b2c16497b3e9f
1202,20260519_bigpowers_17_D,bigpowers,D,17,1d9b2c16497b3e9f
1203,20260519_acps_4_J,acps,J,4,1d9b2c16497b3e9f
1204,20260519_acps_14_F,acps,F,14,1d9b2c16497b3e9f
1205,20260519_bigpowers_27_C,bigpowers,C,27,1d9b2c16497b3e9f
1206,20260519_bigpowers_6_H,bigpowers,H,6,1d9b2c16497b3e9f
1207,20260519_bare_30_F,bare,F,30,1d9b2c16497b3e9f
1208,20260519_superpowers_20_D,superpowers,D,20,1d9b2c16497b3e9f
1209,20260519_bare_30_B,bare,B,30,1d9b2c16497b3e9f
1210,20260519_acps_17_F,acps,F,17,1d9b2c16497b3e9f
1211,20260519_gsd_5_C,gsd,C,5,1d9b2c16497b3e9f
1212,20260519_bigpowers_11_H,bigpowers,H,11,1d9b2c16497b3e9f
1213,20260519_superpowers_27_G,superpowers,G,27,1d9b2c16497b3e9f
1214,20260519_acps_18_J,acps,J,18,1d9b2c16497b3e9f
1215,20260519_acps_26_G,acps,G,26,1d9b2c16497b3e9f
1216,20260519_bmad_27_J,bmad,J,27,1d9b2c16497b3e9f
1217,20260519_bmad_24_A,bmad,A,24,1d9b2c16497b3e9f
1218,20260519_spec-kit_17_I,spec-kit,I,17,1d9b2c16497b3e9f
1219,20260519_gsd_25_F,gsd,F,25,1d9b2c16497b3e9f
1220,20260519_superpowers_12_C,superpowers,C,12,1d9b2c16497b3e9f
1221,20260519_spec-kit_13_I,spec-kit,I,13,1d9b2c16497b3e9f
1222,20260519_bmad_27_G,bmad,G,27,1d9b2c16497b3e9f
1223,20260519_bare_15_H,bare,H,15,1d9b2c16497b3e9f
1224,20260519_superpowers_28_H,superpowers,H,28,1d9b2c16497b3e9f
1225,20260519_gsd_2_D,gsd,D,2,1d9b2c16497b3e9f
1226,20260519_bare_18_C,bare,C,18,1d9b2c16497b3e9f
1227,20260519_bigpowers_13_B,bigpowers,B,13,1d9b2c16497b3e9f
1228,20260519_bare_18_J,bare,J,18,1d9b2c16497b3e9f
1229,20260519_gsd_17_H,gsd,H,17,1d9b2c16497b3e9f
1230,20260519_gsd_6_D,gsd,D,6,1d9b2c16497b3e9f
1231,20260519_bare_22_I,bare,I,22,1d9b2c16497b3e9f
1232,20260519_gsd_13_E,gsd,E,13,1d9b2c16497b3e9f
1233,20260519_spec-kit_28_C,spec-kit,C,28,1d9b2c16497b3e9f
1234,20260519_bigpowers_5_I,bigpowers,I,5,1d9b2c16497b3e9f
1235,20260519_bigpowers_16_A,bigpowers,A,16,1d9b2c16497b3e9f
1236,20260519_bigpowers_21_J,bigpowers,J,21,1d9b2c16497b3e9f
1237,20260519_bigpowers_15_B,bigpowers,B,15,1d9b2c16497b3e9f
1238,20260519_spec-kit_6_I,spec-kit,I,6,1d9b2c16497b3e9f
1239,20260519_bmad_4_E,bmad,E,4,1d9b2c16497b3e9f
1240,20260519_bare_12_H,bare,H,12,1d9b2c16497b3e9f
1241,20260519_bare_6_F,bare,F,6,1d9b2c16497b3e9f
1242,20260519_acps_28_E,acps,E,28,1d9b2c16497b3e9f
1243,20260519_gsd_24_D,gsd,D,24,1d9b2c16497b3e9f
1244,20260519_bigpowers_17_B,bigpowers,B,17,1d9b2c16497b3e9f
1245,20260519_spec-kit_9_H,spec-kit,H,9,1d9b2c16497b3e9f
1246,20260519_superpowers_24_H,superpowers,H,24,1d9b2c16497b3e9f
1247,20260519_spec-kit_28_A,spec-kit,A,28,1d9b2c16497b3e9f
1248,20260519_bmad_17_H,bmad,H,17,1d9b2c16497b3e9f
1249,20260519_bigpowers_23_B,bigpowers,B,23,1d9b2c16497b3e9f
1250,20260519_superpowers_7_G,superpowers,G,7,1d9b2c16497b3e9f
1251,20260519_superpowers_7_H,superpowers,H,7,1d9b2c16497b3e9f
1252,20260519_bigpowers_26_B,bigpowers,B,26,1d9b2c16497b3e9f
1253,20260519_bigpowers_19_J,bigpowers,J,19,1d9b2c16497b3e9f
1254,20260519_bmad_1_H,bmad,H,1,1d9b2c16497b3e9f
1255,20260519_bare_22_B,bare,B,22,1d9b2c16497b3e9f
1256,20260519_bigpowers_14_H,bigpowers,H,14,1d9b2c16497b3e9f
1257,20260519_acps_24_G,acps,G,24,1d9b2c16497b3e9f
1258,20260519_gsd_25_J,gsd,J,25,1d9b2c16497b3e9f
1259,20260519_acps_22_I,acps,I,22,1d9b2c16497b3e9f
1260,20260519_bare_18_B,bare,B,18,1d9b2c16497b3e9f
1261,20260519_spec-kit_7_D,spec-kit,D,7,1d9b2c16497b3e9f
1262,20260519_spec-kit_18_G,spec-kit,G,18,1d9b2c16497b3e9f
1263,20260519_bmad_30_G,bmad,G,30,1d9b2c16497b3e9f
1264,20260519_acps_26_D,acps,D,26,1d9b2c16497b3e9f
1265,20260519_bmad_29_A,bmad,A,29,1d9b2c16497b3e9f
1266,20260519_spec-kit_1_J,spec-kit,J,1,1d9b2c16497b3e9f
1267,20260519_gsd_25_E,gsd,E,25,1d9b2c16497b3e9f
1268,20260519_gsd_7_D,gsd,D,7,1d9b2c16497b3e9f
1269,20260519_superpowers_5_J,superpowers,J,5,1d9b2c16497b3e9f
1270,20260519_bare_5_D,bare,D,5,1d9b2c16497b3e9f
1271,20260519_gsd_20_G,gsd,G,20,1d9b2c16497b3e9f
1272,20260519_spec-kit_2_F,spec-kit,F,2,1d9b2c16497b3e9f
1273,20260519_superpowers_24_I,superpowers,I,24,1d9b2c16497b3e9f
1274,20260519_acps_29_E,acps,E,29,1d9b2c16497b3e9f
1275,20260519_gsd_29_B,gsd,B,29,1d9b2c16497b3e9f
1276,20260519_bare_6_B,bare,B,6,1d9b2c16497b3e9f
1277,20260519_bigpowers_7_D,bigpowers,D,7,1d9b2c16497b3e9f
1278,20260519_spec-kit_24_G,spec-kit,G,24,1d9b2c16497b3e9f
1279,20260519_acps_11_D,acps,D,11,1d9b2c16497b3e9f
1280,20260519_bare_2_J,bare,J,2,1d9b2c16497b3e9f
1281,20260519_spec-kit_21_H,spec-kit,H,21,1d9b2c16497b3e9f
1282,20260519_acps_25_G,acps,G,25,1d9b2c16497b3e9f
1283,20260519_spec-kit_5_J,spec-kit,J,5,1d9b2c16497b3e9f
1284,20260519_acps_17_G,acps,G,17,1d9b2c16497b3e9f
1285,20260519_bigpowers_15_E,bigpowers,E,15,1d9b2c16497b3e9f
1286,20260519_bare_18_I,bare,I,18,1d9b2c16497b3e9f
1287,20260519_bare_25_D,bare,D,25,1d9b2c16497b3e9f
1288,20260519_bmad_18_A,bmad,A,18,1d9b2c16497b3e9f
1289,20260519_gsd_12_D,gsd,D,12,1d9b2c16497b3e9f
1290,20260519_spec-kit_11_I,spec-kit,I,11,1d9b2c16497b3e9f
1291,20260519_acps_19_C,acps,C,19,1d9b2c16497b3e9f
1292,20260519_spec-kit_21_I,spec-kit,I,21,1d9b2c16497b3e9f
1293,20260519_bmad_1_B,bmad,B,1,1d9b2c16497b3e9f
1294,20260519_acps_9_C,acps,C,9,1d9b2c16497b3e9f
1295,20260519_bmad_28_B,bmad,B,28,1d9b2c16497b3e9f
1296,20260519_acps_22_B,acps,B,22,1d9b2c16497b3e9f
1297,20260519_bare_6_J,bare,J,6,1d9b2c16497b3e9f
1298,20260519_acps_22_E,acps,E,22,1d9b2c16497b3e9f
1299,20260519_bigpowers_29_J,bigpowers,J,29,1d9b2c16497b3e9f
1300,20260519_superpowers_2_C,superpowers,C,2,1d9b2c16497b3e9f
1301,20260519_superpowers_2_E,superpowers,E,2,1d9b2c16497b3e9f
1302,20260519_bmad_6_H,bmad,H,6,1d9b2c16497b3e9f
1303,20260519_acps_15_J,acps,J,15,1d9b2c16497b3e9f
1304,20260519_spec-kit_8_F,spec-kit,F,8,1d9b2c16497b3e9f
1305,20260519_gsd_29_G,gsd,G,29,1d9b2c16497b3e9f
1306,20260519_gsd_14_D,gsd,D,14,1d9b2c16497b3e9f
1307,20260519_spec-kit_22_F,spec-kit,F,22,1d9b2c16497b3e9f
1308,20260519_acps_21_B,acps,B,21,1d9b2c16497b3e9f
1309,20260519_gsd_29_A,gsd,A,29,1d9b2c16497b3e9f
1310,20260519_bmad_7_C,bmad,C,7,1d9b2c16497b3e9f
1311,20260519_bigpowers_11_C,bigpowers,C,11,1d9b2c16497b3e9f
1312,20260519_acps_20_I,acps,I,20,1d9b2c16497b3e9f
1313,20260519_bare_29_I,bare,I,29,1d9b2c16497b3e9f
1314,20260519_gsd_19_J,gsd,J,19,1d9b2c16497b3e9f
1315,20260519_gsd_13_I,gsd,I,13,1d9b2c16497b3e9f
1316,20260519_gsd_14_C,gsd,C,14,1d9b2c16497b3e9f
1317,20260519_bare_8_J,bare,J,8,1d9b2c16497b3e9f
1318,20260519_acps_4_C,acps,C,4,1d9b2c16497b3e9f
1319,20260519_bmad_2_H,bmad,H,2,1d9b2c16497b3e9f
1320,20260519_bigpowers_22_H,bigpowers,H,22,1d9b2c16497b3e9f
1321,20260519_bigpowers_30_H,bigpowers,H,30,1d9b2c16497b3e9f
1322,20260519_gsd_21_F,gsd,F,21,1d9b2c16497b3e9f
1323,20260519_bigpowers_8_C,bigpowers,C,8,1d9b2c16497b3e9f
1324,20260519_superpowers_26_H,superpowers,H,26,1d9b2c16497b3e9f
1325,20260519_bigpowers_10_A,bigpowers,A,10,1d9b2c16497b3e9f
1326,20260519_bmad_27_H,bmad,H,27,1d9b2c16497b3e9f
1327,20260519_bigpowers_12_I,bigpowers,I,12,1d9b2c16497b3e9f
1328,20260519_bare_17_A,bare,A,17,1d9b2c16497b3e9f
1329,20260519_bigpowers_20_I,bigpowers,I,20,1d9b2c16497b3e9f
1330,20260519_spec-kit_24_E,spec-kit,E,24,1d9b2c16497b3e9f
1331,20260519_bigpowers_24_J,bigpowers,J,24,1d9b2c16497b3e9f
1332,20260519_bigpowers_22_C,bigpowers,C,22,1d9b2c16497b3e9f
1333,20260519_bigpowers_28_I,bigpowers,I,28,1d9b2c16497b3e9f
1334,20260519_bigpowers_14_C,bigpowers,C,14,1d9b2c16497b3e9f
1335,20260519_gsd_21_C,gsd,C,21,1d9b2c16497b3e9f
1336,20260519_gsd_3_H,gsd,H,3,1d9b2c16497b3e9f
1337,20260519_superpowers_29_J,superpowers,J,29,1d9b2c16497b3e9f
1338,20260519_gsd_4_C,gsd,C,4,1d9b2c16497b3e9f
1339,20260519_superpowers_15_I,superpowers,I,15,1d9b2c16497b3e9f
1340,20260519_spec-kit_19_C,spec-kit,C,19,1d9b2c16497b3e9f
1341,20260519_gsd_18_A,gsd,A,18,1d9b2c16497b3e9f
1342,20260519_superpowers_20_C,superpowers,C,20,1d9b2c16497b3e9f
1343,20260519_spec-kit_1_I,spec-kit,I,1,1d9b2c16497b3e9f
1344,20260519_bmad_15_D,bmad,D,15,1d9b2c16497b3e9f
1345,20260519_bmad_13_G,bmad,G,13,1d9b2c16497b3e9f
1346,20260519_acps_24_B,acps,B,24,1d9b2c16497b3e9f
1347,20260519_superpowers_30_B,superpowers,B,30,1d9b2c16497b3e9f
1348,20260519_superpowers_3_J,superpowers,J,3,1d9b2c16497b3e9f
1349,20260519_bigpowers_22_B,bigpowers,B,22,1d9b2c16497b3e9f
1350,20260519_bmad_4_G,bmad,G,4,1d9b2c16497b3e9f
1351,20260519_gsd_16_B,gsd,B,16,1d9b2c16497b3e9f
1352,20260519_gsd_13_H,gsd,H,13,1d9b2c16497b3e9f
1353,20260519_bare_12_B,bare,B,12,1d9b2c16497b3e9f
1354,20260519_bigpowers_15_H,bigpowers,H,15,1d9b2c16497b3e9f
1355,20260519_acps_28_D,acps,D,28,1d9b2c16497b3e9f
1356,20260519_bare_8_D,bare,D,8,1d9b2c16497b3e9f
1357,20260519_gsd_7_C,gsd,C,7,1d9b2c16497b3e9f
1358,20260519_bmad_8_F,bmad,F,8,1d9b2c16497b3e9f
1359,20260519_acps_5_H,acps,H,5,1d9b2c16497b3e9f
1360,20260519_acps_4_D,acps,D,4,1d9b2c16497b3e9f
1361,20260519_gsd_28_B,gsd,B,28,1d9b2c16497b3e9f
1362,20260519_spec-kit_12_A,spec-kit,A,12,1d9b2c16497b3e9f
1363,20260519_bmad_26_G,bmad,G,26,1d9b2c16497b3e9f
1364,20260519_bare_17_J,bare,J,17,1d9b2c16497b3e9f
1365,20260519_superpowers_21_E,superpowers,E,21,1d9b2c16497b3e9f
1366,20260519_bigpowers_12_G,bigpowers,G,12,1d9b2c16497b3e9f
1367,20260519_superpowers_15_A,superpowers,A,15,1d9b2c16497b3e9f
1368,20260519_acps_23_I,acps,I,23,1d9b2c16497b3e9f
1369,20260519_bare_1_D,bare,D,1,1d9b2c16497b3e9f
1370,20260519_spec-kit_10_G,spec-kit,G,10,1d9b2c16497b3e9f
1371,20260519_bigpowers_3_I,bigpowers,I,3,1d9b2c16497b3e9f
1372,20260519_acps_17_A,acps,A,17,1d9b2c16497b3e9f
1373,20260519_bigpowers_25_E,bigpowers,E,25,1d9b2c16497b3e9f
1374,20260519_bare_16_C,bare,C,16,1d9b2c16497b3e9f
1375,20260519_bigpowers_12_E,bigpowers,E,12,1d9b2c16497b3e9f
1376,20260519_gsd_24_B,gsd,B,24,1d9b2c16497b3e9f
1377,20260519_acps_12_D,acps,D,12,1d9b2c16497b3e9f
1378,20260519_bigpowers_8_B,bigpowers,B,8,1d9b2c16497b3e9f
1379,20260519_bigpowers_17_C,bigpowers,C,17,1d9b2c16497b3e9f
1380,20260519_acps_7_F,acps,F,7,1d9b2c16497b3e9f
1381,20260519_bare_1_E,bare,E,1,1d9b2c16497b3e9f
1382,20260519_spec-kit_4_C,spec-kit,C,4,1d9b2c16497b3e9f
1383,20260519_acps_8_E,acps,E,8,1d9b2c16497b3e9f
1384,20260519_gsd_20_H,gsd,H,20,1d9b2c16497b3e9f
1385,20260519_bare_26_G,bare,G,26,1d9b2c16497b3e9f
1386,20260519_bare_20_J,bare,J,20,1d9b2c16497b3e9f
1387,20260519_bmad_6_I,bmad,I,6,1d9b2c16497b3e9f
1388,20260519_superpowers_4_H,superpowers,H,4,1d9b2c16497b3e9f
1389,20260519_acps_19_D,acps,D,19,1d9b2c16497b3e9f
1390,20260519_bmad_30_A,bmad,A,30,1d9b2c16497b3e9f
1391,20260519_superpowers_25_J,superpowers,J,25,1d9b2c16497b3e9f
1392,20260519_bigpowers_13_D,bigpowers,D,13,1d9b2c16497b3e9f
1393,20260519_acps_21_C,acps,C,21,1d9b2c16497b3e9f
1394,20260519_bigpowers_26_G,bigpowers,G,26,1d9b2c16497b3e9f
1395,20260519_bare_21_H,bare,H,21,1d9b2c16497b3e9f
1396,20260519_spec-kit_25_C,spec-kit,C,25,1d9b2c16497b3e9f
1397,20260519_spec-kit_24_D,spec-kit,D,24,1d9b2c16497b3e9f
1398,20260519_acps_2_F,acps,F,2,1d9b2c16497b3e9f
1399,20260519_gsd_16_F,gsd,F,16,1d9b2c16497b3e9f
1400,20260519_superpowers_10_F,superpowers,F,10,1d9b2c16497b3e9f
1401,20260519_bare_3_E,bare,E,3,1d9b2c16497b3e9f
1402,20260519_superpowers_14_G,superpowers,G,14,1d9b2c16497b3e9f
1403,20260519_superpowers_15_B,superpowers,B,15,1d9b2c16497b3e9f
1404,20260519_bigpowers_19_E,bigpowers,E,19,1d9b2c16497b3e9f
1405,20260519_superpowers_30_G,superpowers,G,30,1d9b2c16497b3e9f
1406,20260519_superpowers_8_C,superpowers,C,8,1d9b2c16497b3e9f
1407,20260519_bigpowers_1_G,bigpowers,G,1,1d9b2c16497b3e9f
1408,20260519_bare_23_C,bare,C,23,1d9b2c16497b3e9f
1409,20260519_superpowers_3_I,superpowers,I,3,1d9b2c16497b3e9f
1410,20260519_spec-kit_22_C,spec-kit,C,22,1d9b2c16497b3e9f
1411,20260519_bare_27_G,bare,G,27,1d9b2c16497b3e9f
1412,20260519_superpowers_30_J,superpowers,J,30,1d9b2c16497b3e9f
1413,20260519_superpowers_8_B,superpowers,B,8,1d9b2c16497b3e9f
1414,20260519_bmad_27_A,bmad,A,27,1d9b2c16497b3e9f
1415,20260519_gsd_2_C,gsd,C,2,1d9b2c16497b3e9f
1416,20260519_spec-kit_5_B,spec-kit,B,5,1d9b2c16497b3e9f
1417,20260519_bmad_1_C,bmad,C,1,1d9b2c16497b3e9f
1418,20260519_acps_12_I,acps,I,12,1d9b2c16497b3e9f
1419,20260519_bmad_21_D,bmad,D,21,1d9b2c16497b3e9f
1420,20260519_spec-kit_21_B,spec-kit,B,21,1d9b2c16497b3e9f
1421,20260519_superpowers_16_G,superpowers,G,16,1d9b2c16497b3e9f
1422,20260519_bmad_16_D,bmad,D,16,1d9b2c16497b3e9f
1423,20260519_bmad_28_D,bmad,D,28,1d9b2c16497b3e9f
1424,20260519_gsd_24_A,gsd,A,24,1d9b2c16497b3e9f
1425,20260519_gsd_10_C,gsd,C,10,1d9b2c16497b3e9f
1426,20260519_gsd_15_B,gsd,B,15,1d9b2c16497b3e9f
1427,20260519_spec-kit_14_J,spec-kit,J,14,1d9b2c16497b3e9f
1428,20260519_spec-kit_21_E,spec-kit,E,21,1d9b2c16497b3e9f
1429,20260519_gsd_30_J,gsd,J,30,1d9b2c16497b3e9f
1430,20260519_bigpowers_8_E,bigpowers,E,8,1d9b2c16497b3e9f
1431,20260519_acps_6_D,acps,D,6,1d9b2c16497b3e9f
1432,20260519_bare_17_B,bare,B,17,1d9b2c16497b3e9f
1433,20260519_superpowers_4_F,superpowers,F,4,1d9b2c16497b3e9f
1434,20260519_spec-kit_7_E,spec-kit,E,7,1d9b2c16497b3e9f
1435,20260519_bmad_15_B,bmad,B,15,1d9b2c16497b3e9f
1436,20260519_gsd_20_D,gsd,D,20,1d9b2c16497b3e9f
1437,20260519_bigpowers_8_F,bigpowers,F,8,1d9b2c16497b3e9f
1438,20260519_bigpowers_29_H,bigpowers,H,29,1d9b2c16497b3e9f
1439,20260519_acps_9_A,acps,A,9,1d9b2c16497b3e9f
1440,20260519_bare_10_D,bare,D,10,1d9b2c16497b3e9f
1441,20260519_superpowers_7_F,superpowers,F,7,1d9b2c16497b3e9f
1442,20260519_bmad_1_J,bmad,J,1,1d9b2c16497b3e9f
1443,20260519_spec-kit_3_D,spec-kit,D,3,1d9b2c16497b3e9f
1444,20260519_bare_5_I,bare,I,5,1d9b2c16497b3e9f
1445,20260519_acps_7_H,acps,H,7,1d9b2c16497b3e9f
1446,20260519_acps_4_F,acps,F,4,1d9b2c16497b3e9f
1447,20260519_bigpowers_26_I,bigpowers,I,26,1d9b2c16497b3e9f
1448,20260519_acps_8_F,acps,F,8,1d9b2c16497b3e9f
1449,20260519_gsd_11_B,gsd,B,11,1d9b2c16497b3e9f
1450,20260519_bmad_26_D,bmad,D,26,1d9b2c16497b3e9f
1451,20260519_bare_16_B,bare,B,16,1d9b2c16497b3e9f
1452,20260519_bmad_6_J,bmad,J,6,1d9b2c16497b3e9f
1453,20260519_gsd_27_G,gsd,G,27,1d9b2c16497b3e9f
1454,20260519_spec-kit_27_C,spec-kit,C,27,1d9b2c16497b3e9f
1455,20260519_bare_25_A,bare,A,25,1d9b2c16497b3e9f
1456,20260519_gsd_24_E,gsd,E,24,1d9b2c16497b3e9f
1457,20260519_bmad_17_G,bmad,G,17,1d9b2c16497b3e9f
1458,20260519_acps_7_G,acps,G,7,1d9b2c16497b3e9f
1459,20260519_acps_17_H,acps,H,17,1d9b2c16497b3e9f
1460,20260519_acps_17_I,acps,I,17,1d9b2c16497b3e9f
1461,20260519_acps_29_J,acps,J,29,1d9b2c16497b3e9f
1462,20260519_gsd_13_F,gsd,F,13,1d9b2c16497b3e9f
1463,20260519_superpowers_11_F,superpowers,F,11,1d9b2c16497b3e9f
1464,20260519_bigpowers_15_G,bigpowers,G,15,1d9b2c16497b3e9f
1465,20260519_bare_22_E,bare,E,22,1d9b2c16497b3e9f
1466,20260519_acps_13_A,acps,A,13,1d9b2c16497b3e9f
1467,20260519_bare_2_C,bare,C,2,1d9b2c16497b3e9f
1468,20260519_superpowers_16_C,superpowers,C,16,1d9b2c16497b3e9f
1469,20260519_bmad_4_A,bmad,A,4,1d9b2c16497b3e9f
1470,20260519_gsd_21_H,gsd,H,21,1d9b2c16497b3e9f
1471,20260519_bmad_12_E,bmad,E,12,1d9b2c16497b3e9f
1472,20260519_gsd_7_B,gsd,B,7,1d9b2c16497b3e9f
1473,20260519_bmad_21_A,bmad,A,21,1d9b2c16497b3e9f
1474,20260519_bmad_23_I,bmad,I,23,1d9b2c16497b3e9f
1475,20260519_bigpowers_29_A,bigpowers,A,29,1d9b2c16497b3e9f
1476,20260519_gsd_17_I,gsd,I,17,1d9b2c16497b3e9f
1477,20260519_superpowers_30_D,superpowers,D,30,1d9b2c16497b3e9f
1478,20260519_bmad_18_E,bmad,E,18,1d9b2c16497b3e9f
1479,20260519_bmad_18_D,bmad,D,18,1d9b2c16497b3e9f
1480,20260519_gsd_28_C,gsd,C,28,1d9b2c16497b3e9f
1481,20260519_bmad_15_E,bmad,E,15,1d9b2c16497b3e9f
1482,20260519_bmad_24_H,bmad,H,24,1d9b2c16497b3e9f
1483,20260519_gsd_19_G,gsd,G,19,1d9b2c16497b3e9f
1484,20260519_bigpowers_27_A,bigpowers,A,27,1d9b2c16497b3e9f
1485,20260519_acps_25_D,acps,D,25,1d9b2c16497b3e9f
1486,20260519_bigpowers_1_C,bigpowers,C,1,1d9b2c16497b3e9f
1487,20260519_gsd_5_I,gsd,I,5,1d9b2c16497b3e9f
1488,20260519_superpowers_28_I,superpowers,I,28,1d9b2c16497b3e9f
1489,20260519_gsd_25_D,gsd,D,25,1d9b2c16497b3e9f
1490,20260519_bigpowers_17_J,bigpowers,J,17,1d9b2c16497b3e9f
1491,20260519_acps_9_D,acps,D,9,1d9b2c16497b3e9f
1492,20260519_acps_11_F,acps,F,11,1d9b2c16497b3e9f
1493,20260519_acps_13_J,acps,J,13,1d9b2c16497b3e9f
1494,20260519_superpowers_15_H,superpowers,H,15,1d9b2c16497b3e9f
1495,20260519_bmad_9_H,bmad,H,9,1d9b2c16497b3e9f
1496,20260519_spec-kit_22_J,spec-kit,J,22,1d9b2c16497b3e9f
1497,20260519_acps_8_J,acps,J,8,1d9b2c16497b3e9f
1498,20260519_bare_11_D,bare,D,11,1d9b2c16497b3e9f
1499,20260519_bare_13_A,bare,A,13,1d9b2c16497b3e9f
1500,20260519_bmad_21_E,bmad,E,21,1d9b2c16497b3e9f
1501,20260519_spec-kit_23_A,spec-kit,A,23,1d9b2c16497b3e9f
1502,20260519_gsd_21_I,gsd,I,21,1d9b2c16497b3e9f
1503,20260519_bare_3_H,bare,H,3,1d9b2c16497b3e9f
1504,20260519_bare_10_C,bare,C,10,1d9b2c16497b3e9f
1505,20260519_gsd_8_A,gsd,A,8,1d9b2c16497b3e9f
1506,20260519_acps_28_J,acps,J,28,1d9b2c16497b3e9f
